layer,head,top_q_layer,top_k_layer,k_embed_contrib,total_score
0,0,0,0,0.038728784024715426,0.038728784024715426
0,1,0,0,0.03072110712528229,0.03072110712528229
0,2,0,0,0.031213493645191194,0.031213493645191194
0,3,0,0,0.0148038849234581,0.0148038849234581
0,4,0,0,0.01964309997856617,0.01964309997856617
0,5,0,0,0.018163232132792473,0.018163232132792473
0,6,0,0,0.020688811689615248,0.020688811689615248
0,7,0,0,0.03127738535404205,0.03127738535404205
0,8,0,0,0.01942250840365887,0.01942250840365887
0,9,0,0,0.02377297542989254,0.02377297542989254
0,10,0,0,0.027870917320251466,0.027870917320251466
0,11,0,0,0.02602978199720383,0.02602978199720383
0,12,0,0,0.015887014009058474,0.015887014009058474
0,13,0,0,0.01249567437916994,0.01249567437916994
0,14,0,0,0.014096801914274693,0.014096801914274693
0,15,0,0,0.014192884042859077,0.014192884042859077
0,16,0,0,0.022730304673314095,0.022730304673314095
0,17,0,0,0.02068953849375248,0.02068953849375248
0,18,0,0,0.015008494630455971,0.015008494630455971
0,19,0,0,0.010507776029407978,0.010507776029407978
0,20,0,0,0.01703907661139965,0.01703907661139965
0,21,0,0,0.015235039778053761,0.015235039778053761
0,22,0,0,0.012976964376866818,0.012976964376866818
0,23,0,0,0.03415319323539734,0.03415319323539734
0,24,0,0,0.03129327744245529,0.03129327744245529
0,25,0,0,0.027344724535942076,0.027344724535942076
0,26,0,0,0.018544143438339232,0.018544143438339232
0,27,0,0,0.01231044828891754,0.01231044828891754
0,28,0,0,0.01621479317545891,0.01621479317545891
0,29,0,0,0.010274466685950756,0.010274466685950756
0,30,0,0,0.011312145367264747,0.011312145367264747
0,31,0,0,0.026624907180666922,0.026624907180666922
1,0,1,0,0.002183944103308022,-0.0031163599342107773
1,1,0,0,0.002545404201373458,0.005885627958923579
1,2,0,0,0.00023516755318269132,-0.002124334778636694
1,3,1,1,0.0004379307269118726,0.015426455158740282
1,4,1,1,0.004519475670531392,0.01894120667129755
1,5,1,0,0.002538314927369356,-0.00628807358443737
1,6,1,0,0.005968934996053577,0.01392191620543599
1,7,0,0,-0.0014479319448582827,-0.01122439093887806
1,8,0,0,-0.0012803176534362138,-0.004394704010337591
1,9,0,0,-0.001371512608602643,-0.006270705349743366
1,10,1,1,-0.00030262164946179835,0.0021683913189917805
1,11,1,1,0.0009374904329888523,0.006346173025667668
1,12,0,1,-0.00132826822809875,-0.0019162637181580067
1,13,0,0,0.0028698559966869653,-0.0036927939858287574
1,14,1,0,0.006044288212433457,0.000946464785374701
1,15,1,0,0.00023322829511016608,-0.0008151236921548844
1,16,0,0,0.0005177207523956895,-0.0038758761947974563
1,17,0,0,0.0032847326016053557,-0.002061825804412365
1,18,1,0,0.0009776964318007231,-0.009092617779970169
1,19,0,0,-1.3972597662359476e-05,-0.006031880946829915
1,20,0,0,0.0026312748203054072,-0.00060843366663903
1,21,1,1,-0.00015283790417015554,0.0003123111091554165
1,22,1,1,-0.0021339020691812038,0.00508231371641159
1,23,1,1,0.0009441997855901719,0.02916946802288294
1,24,0,0,0.0020959447138011456,-0.006999265216290951
1,25,1,0,0.0024831990478560327,-0.00016805953346192836
1,26,0,0,0.0007729579287115484,-0.0023561353562399747
1,27,1,1,0.0012836311419960112,0.0010123486630618573
1,28,1,1,0.002880405727773905,0.015841016545891762
1,29,0,1,0.0025031408527866005,0.0043548726942390205
1,30,1,1,0.003655318357050419,0.015336836501955987
1,31,1,0,0.0035232486668974163,0.009942121291533112
2,0,2,2,0.0015403180615976453,0.014339901506900787
2,1,1,0,0.003395552933216095,-0.002403468755073845
2,2,1,2,0.001958496356382966,0.02426041103899479
2,3,0,2,-0.0011215064208954574,-0.007571004889905452
2,4,2,1,-0.00015249507268890738,0.005493321921676397
2,5,2,2,0.001679910090751946,-0.004923954606056213
2,6,0,0,-0.0005898662377148867,-0.013188244216144085
2,7,2,2,-0.00044158564414829014,0.017286739498376846
2,8,2,2,0.003209460782818496,0.02096708621829748
2,9,2,2,0.0014174605021253228,0.017069872841238974
2,10,2,1,-0.0013985343743115664,0.018990950658917427
2,11,1,2,0.0017890578135848045,0.016966879600659013
2,12,1,2,0.0020782537176273763,0.03568286821246147
2,13,2,2,0.0019998414441943168,0.010031948424875736
2,14,2,2,-0.0042837237706407905,0.024160468392074107
2,15,2,2,0.0002450923435389996,-0.0042823032476007935
2,16,2,2,-0.00042051291093230246,0.027236159518361093
2,17,2,2,0.0008251645136624575,0.011417591944336891
2,18,2,2,0.0014989669201895595,0.032516969740390776
2,19,2,2,-0.001590847410261631,0.014963896665722131
2,20,0,2,0.005977700697258115,0.002165229059755802
2,21,0,0,0.0037617707159370182,-0.001280395593494177
2,22,2,2,0.0037991269724443554,0.0317937895655632
2,23,2,2,0.0007819344056770206,0.009350365260615945
2,24,2,1,-0.000241520325653255,0.02308458760380745
2,25,2,1,0.0003238973033148795,0.03970323279500008
2,26,1,1,0.00225885605905205,0.42072696387767794
2,27,1,2,0.003482313780114055,0.020418357849121094
2,28,1,2,0.0009790292708203197,0.017707527475431563
2,29,0,2,0.0016037168679758906,-0.008830005675554276
2,30,2,2,0.003159733442589641,0.02551202867180109
2,31,2,2,8.515693480148911e-05,0.016542398557066917
3,0,2,2,0.0011316086398437618,50.35664672851563
3,1,2,2,0.00010147260036319494,41.10126495361328
3,2,2,2,-0.003215775405988097,43.45311279296875
3,3,2,2,0.0024473452009260654,51.79425888061523
3,4,2,2,0.0012278872542083263,34.097124862670896
3,5,2,2,-0.0006512489169836044,37.147840118408205
3,6,2,2,0.00034415757982060314,26.417114639282225
3,7,2,2,0.004337317822501063,33.445885467529294
3,8,2,2,-0.003612560406327248,22.401982879638673
3,9,2,2,-0.0006193220848217607,22.067314910888673
3,10,2,2,0.0008967658737674356,27.160451889038086
3,11,2,2,0.0014400092652067543,26.865889739990234
3,12,2,2,0.003701638418715447,51.576245880126955
3,13,2,2,0.003994834469631314,42.62788696289063
3,14,2,2,0.003323653037659824,46.17590179443359
3,15,2,2,0.005590318329632282,51.54297714233398
3,16,2,2,0.004848823940847069,17.24409599304199
3,17,2,2,-0.0029542648233473303,3.2371903896331786
3,18,2,2,-0.00475588496774435,11.887182998657227
3,19,0,0,0.0038874791702255608,0.6302698472514748
3,20,2,2,0.0013538334635086358,37.94057388305664
3,21,2,2,0.006124520767480135,22.73243865966797
3,22,2,2,0.002686988143250346,32.9802303314209
3,23,2,2,0.000656695058569312,10.218698501586914
3,24,2,2,-0.0033118309220299125,47.577545166015625
3,25,2,2,-0.0012268401449546217,49.86550750732422
3,26,2,2,-0.0029871937818825244,51.29138107299805
3,27,2,2,-0.0049468985525891185,41.18528747558594
3,28,2,2,0.0003852585214190185,18.62753791809082
3,29,2,2,0.0010084969806484878,19.560881996154784
3,30,2,2,0.0041938753798604015,14.065143966674805
3,31,2,2,0.0018554733833298087,16.568189239501955
4,0,2,2,0.012274225056171418,41.19343566894531
4,1,2,2,0.01279830764979124,34.809827423095705
4,2,2,2,0.0017519072629511357,39.485730743408205
4,3,2,2,0.002634135680273175,32.36282234191894
4,4,2,2,-0.002021052106283605,35.61362838745117
4,5,2,2,0.0004767883103340864,17.39432735443115
4,6,2,2,0.004027640353888274,28.24213523864746
4,7,4,2,-0.0006152066751383245,25.55541000366211
4,8,2,2,0.005350849125534296,42.48170547485351
4,9,2,2,0.0007815023534931242,38.404893493652345
4,10,2,2,0.003308182954788208,32.02301254272461
4,11,2,2,0.0008794173132628203,16.04937038421631
4,12,0,0,9.697568602859974e-05,-0.06726860031485557
4,13,3,2,0.00049938322044909,8.696713066101074
4,14,3,2,0.00231772568076849,2.35820554215461
4,15,2,2,0.002894164086319506,23.42929878234863
4,16,1,2,-0.0035828381776809694,6.667910099029541
4,17,4,2,0.0030537573620676994,16.41223201751709
4,18,2,2,0.004526340123265982,15.63634147644043
4,19,3,2,-0.00045642885379493237,4.443083667755127
4,20,2,2,-0.006151116639375687,36.43185882568359
4,21,2,2,0.009459015727043153,37.58348693847656
4,22,2,2,-0.0035080448258668186,28.37774200439453
4,23,4,2,0.000507108133751899,39.0507926940918
4,24,2,2,0.004571020533330738,21.46675796508789
4,25,2,2,-0.0020416480721905826,19.86439437866211
4,26,4,2,-0.001333730958867818,12.816012382507324
4,27,2,2,-0.0022734256461262705,20.61151885986328
4,28,2,2,0.0021451761946082114,33.119543838500974
4,29,2,2,0.013607840426266194,45.24890975952148
4,30,2,2,0.0029601237736642362,45.59931869506836
4,31,4,2,-1.328799407929182e-05,47.18603363037109
5,0,2,2,0.0011346722021698952,23.19827537536621
5,1,2,2,0.00865400405600667,42.972916793823245
5,2,2,2,-0.0033257184084504844,23.892300415039063
5,3,2,2,0.0002873803256079555,31.244539260864258
5,4,2,2,-0.004779255762696266,52.407422637939455
5,5,2,2,-0.0013101261109113693,32.94341697692871
5,6,2,2,-0.0026627311017364264,45.554955291748044
5,7,2,2,0.00047202245332300663,26.670796966552736
5,8,2,2,-0.005961210094392299,5.6041436195373535
5,9,5,2,-0.009104255773127078,2.8330809116363525
5,10,2,2,-0.01334902886301279,2.8911829948425294
5,11,5,5,-0.008614537958055734,0.09222192913293839
5,12,2,2,-0.005112880445085466,29.917517471313477
5,13,2,2,-0.0008781233569607139,27.01387176513672
5,14,2,2,0.0030352695379406215,28.902223968505858
5,15,2,2,-0.0006525475298985838,22.9674015045166
5,16,2,2,0.004854602040722966,39.25499954223633
5,17,2,2,0.0009795204270631075,34.96931495666504
5,18,2,2,-0.0006389238522388041,41.221743774414065
5,19,2,2,-0.0019017468439415097,28.01962814331055
5,20,2,2,0.00499592253472656,29.25493621826172
5,21,2,2,0.007392584066838026,32.875716018676755
5,22,2,2,-0.004267904674634337,35.287879180908206
5,23,2,2,0.011597709916532039,34.38866539001465
5,24,2,2,0.005203445488587022,32.32926445007324
5,25,2,2,0.002632616553455591,27.874579620361327
5,26,2,2,-0.004168660379946232,17.813280487060545
5,27,2,2,0.0010138773825019598,33.39135551452637
5,28,4,2,0.005081016477197409,12.62632484436035
5,29,4,2,0.0017280898289754986,24.9688570022583
5,30,2,2,0.007668819092214107,24.038145446777342
5,31,2,2,0.003927069157361985,21.843072509765626
6,0,4,2,0.0005558558157645165,7.683786869049072
6,1,4,2,-0.0011178013868629933,16.64601993560791
6,2,2,2,-0.0016477929428219795,4.252417516708374
6,3,6,1,0.0025641667656600476,-0.010856867209076882
6,4,6,2,0.00025952529977075757,25.90136299133301
6,5,2,2,0.0021006827475503085,14.139560317993164
6,6,6,2,0.003610918624326587,22.284430313110352
6,7,2,2,0.002242983772885054,21.772271728515626
6,8,2,2,-0.0059734792448580265,15.659952926635743
6,9,2,2,-0.004189790692180395,16.56725654602051
6,10,2,2,-0.008046028017997742,10.762573432922363
6,11,2,2,-0.009088846575468778,15.261267280578613
6,12,2,2,0.00013837344013154507,32.720815658569336
6,13,6,2,0.0008419796591624618,10.32941131591797
6,14,2,2,0.00031588966958224774,41.682620239257815
6,15,6,2,0.008910573180764913,21.95185966491699
6,16,2,2,0.0030432828702032567,20.49969367980957
6,17,2,2,0.007678048498928547,28.50288200378418
6,18,2,2,0.0023557666572742164,23.303520584106444
6,19,2,2,0.002490086620673537,25.927494049072266
6,20,2,2,0.005507938843220472,23.47011833190918
6,21,6,2,0.002036276878789067,15.050539207458495
6,22,6,2,0.004184363619424402,19.13700008392334
6,23,6,2,-0.003848903300240636,16.53436450958252
6,24,2,2,0.0065340989269316195,32.79103317260742
6,25,2,2,0.0032352287089452147,37.465833282470705
6,26,2,2,0.003411760088056326,37.05116348266601
6,27,2,2,0.00590338003821671,32.01417198181152
6,28,2,2,-0.00729023665189743,23.097494888305665
6,29,2,2,-0.005068075750023127,29.948614883422852
6,30,2,2,-0.005698814522475004,25.360419082641602
6,31,3,2,-0.007089577335864306,33.68104858398438
7,0,2,2,0.0061073643155395985,27.686602783203124
7,1,2,2,0.009116467274725436,32.272837448120114
7,2,2,2,0.007069844473153353,23.728488540649415
7,3,2,2,0.0019378573400899769,19.668982315063477
7,4,2,2,0.004750930424779654,13.171488189697266
7,5,2,2,-0.009679737966507673,7.735436630249024
7,6,2,2,-0.0034361549653112887,4.690177989006043
7,7,2,2,0.0033632392645813526,9.814101409912109
7,8,2,2,0.0023399120662361385,42.59593887329102
7,9,2,2,0.002908780612051487,49.01957321166992
7,10,2,2,0.0063371390104293825,33.73872756958008
7,11,2,2,0.007664724811911583,38.84981231689453
7,12,2,2,-0.0052518893498927355,43.641869735717776
7,13,2,2,0.0001755984267219901,35.46123695373535
7,14,2,2,-0.0006850088946521282,41.154378509521486
7,15,2,2,0.002307907724753022,37.71117172241211
7,16,2,2,0.0023808247409760953,12.697172355651855
7,17,2,2,0.007250953651964665,21.820009994506837
7,18,2,2,0.0028922960162162782,22.205978012084962
7,19,2,2,0.002925912104547024,19.60658187866211
7,20,2,2,0.003782018180936575,20.85033302307129
7,21,2,2,0.0010512803914025427,26.477403259277345
7,22,2,2,0.0008238057140260935,22.44765739440918
7,23,2,2,0.0015804734081029891,25.741049194335936
7,24,2,2,0.0037320755422115327,30.279003524780272
7,25,2,2,0.002814941538963467,31.819458389282225
7,26,2,2,0.0020570137770846487,28.762908935546875
7,27,2,2,0.0035613854881376026,29.81832809448242
7,28,2,2,0.003168529039248824,32.94706840515137
7,29,2,2,0.0034898951184004546,24.73210220336914
7,30,2,2,0.006984322145581245,24.669553375244142
7,31,2,2,0.012841003946959972,54.233648681640624
8,0,2,2,-5.4616108536720275e-05,33.829911422729495
8,1,2,2,0.0008781896904110909,36.35285263061523
8,2,2,2,0.002993368171155453,31.964358520507812
8,3,8,2,0.006508256588131189,36.592110061645506
8,4,2,2,0.007689814455807209,35.49761123657227
8,5,2,2,0.008960692957043648,28.617692947387695
8,6,8,2,0.005826607625931501,30.811159133911133
8,7,2,2,0.004694000352174044,30.42173500061035
8,8,7,2,0.0026339559350162744,11.174717140197753
8,9,8,2,0.0044112820643931626,6.491742324829102
8,10,8,2,0.006908046174794435,18.61031608581543
8,11,8,2,0.002469434146769345,9.426761436462403
8,12,2,2,-0.006759218219667673,15.004719543457032
8,13,7,2,-0.004374746582470834,21.942091751098634
8,14,2,2,-0.0047649489250034096,17.556222343444823
8,15,8,2,-0.004381057573482394,14.721694183349609
8,16,2,2,-0.006445149518549442,6.379209899902344
8,17,8,2,-0.005496397940441966,0.4939857363700867
8,18,8,7,-0.004255341272801161,0.06316116563975811
8,19,1,1,-0.008069910854101182,0.22376162558794022
8,20,2,2,-0.0065796975512057545,22.068505096435548
8,21,2,2,-0.0009954233886674047,20.312181854248045
8,22,2,2,0.0002997471718117595,23.08063087463379
8,23,2,2,-0.0027630927041172983,26.47667579650879
8,24,6,2,0.0028686998412013054,21.352985382080078
8,25,7,2,0.005546214152127504,24.691602325439455
8,26,4,2,-2.652472467161715e-05,4.767088222503662
8,27,8,2,0.0034181126859039066,19.520021820068358
8,28,2,2,-0.003975136874942109,15.531962776184082
8,29,8,2,-0.00010873139835894108,19.144179916381837
8,30,2,2,-0.008271930366754532,17.85900459289551
8,31,7,2,-0.009231731295585632,27.228744888305663
9,0,8,2,-0.0026098991744220256,19.04055404663086
9,1,2,2,-0.008016662765294313,3.1946922063827516
9,2,9,2,0.00043401726288720964,15.07105655670166
9,3,8,2,-0.0017340024933218956,16.637130355834962
9,4,7,2,-0.010871522873640061,12.98523769378662
9,5,9,2,-0.0010496754082851111,12.616993606090546
9,6,9,2,-0.00037225652486085894,1.9169393431395292
9,7,8,2,-0.0036203919909894465,11.564396476745605
9,8,8,2,-0.022762862965464592,41.543599700927736
9,9,2,2,-0.004873571544885635,27.150138092041015
9,10,8,2,-0.018831335566937925,26.309545516967773
9,11,9,2,0.006390960980206728,53.239115142822264
9,12,2,2,0.009617165848612785,25.975178909301757
9,13,9,2,0.009650634322315454,13.251137256622314
9,14,9,2,0.007164597697556019,19.621133613586426
9,15,8,2,-0.0007101338822394609,31.46299171447754
9,16,8,2,-0.013029390014708042,41.479150390625
9,17,9,2,-0.0033352448139339686,60.68800659179688
9,18,9,2,-0.0027811387088149788,47.92500991821289
9,19,9,2,0.004655152838677168,39.50190963745117
9,20,8,2,7.669285405427217e-05,21.080768585205078
9,21,9,2,-0.011046522296965122,33.32829322814941
9,22,7,2,-0.0066479709930717945,1.9904737178236247
9,23,9,2,-0.0018366286298260094,34.10422134399414
9,24,8,2,0.0010329618817195296,15.738361930847168
9,25,9,2,0.005779763963073492,14.390709686279298
9,26,8,2,0.0005044602323323489,15.858948898315429
9,27,9,2,0.001241516973823309,15.350637817382813
9,28,3,2,0.00806002300232649,7.15874719619751
9,29,9,2,-0.00914292959496379,26.661294174194335
9,30,9,2,0.0022895451169461013,30.718490219116212
9,31,8,2,-0.0073009745450690385,33.24402351379395
10,0,9,2,-0.003941890923306346,19.780506896972657
10,1,9,2,-0.004343301523476839,15.054859256744384
10,2,10,2,-0.0071889589540660385,15.659969329833984
10,3,9,2,-0.0008899322943761945,29.515839767456054
10,4,9,2,0.004641370614990592,38.97289276123047
10,5,9,2,0.010107192024588586,41.938375091552736
10,6,9,2,0.002750684483908117,40.29246520996094
10,7,9,2,0.01248629093170166,39.07747039794922
10,8,9,2,0.003588748606853187,53.28142318725586
10,9,10,2,-0.01537280436605215,48.191261291503906
10,10,9,2,0.0011849600356072187,39.92048110961914
10,11,10,2,-0.0071020038332790135,32.820015335083006
10,12,9,2,0.0009844723157584668,25.906058502197265
10,13,8,2,0.0017785366449970751,19.463915252685545
10,14,9,2,0.0011277226265519857,17.065639114379884
10,15,2,2,0.004050422320142388,17.048085403442382
10,16,10,2,0.0017157000256702304,13.813216495513917
10,17,8,8,0.0031717080273665488,-0.0343857953324914
10,18,9,2,0.0026368290185928346,21.680001068115235
10,19,10,2,0.001612315373495221,14.696930122375488
10,20,5,10,0.0043719389475882055,-0.26961025297641755
10,21,10,10,0.00948537839576602,-0.12199158072471619
10,22,6,10,0.008287237607873976,-0.1611070901155472
10,23,10,10,0.02784857265651226,-0.019862485677003862
10,24,9,2,-0.01803012490272522,28.968212890625
10,25,9,2,-0.010584281804040075,22.34973030090332
10,26,9,2,-0.016393287759274244,32.1355281829834
10,27,9,2,-0.010066155821550637,28.53008613586426
10,28,9,2,0.006349798571318388,57.16841812133789
10,29,9,2,0.003344196593388915,54.95667495727539
10,30,9,2,-0.012682462111115456,39.2902889251709
10,31,9,2,-0.008691794238984585,29.570951461791992
11,0,11,2,0.020041197910904883,51.00239791870117
11,1,11,2,0.004802800156176091,74.61561737060546
11,2,11,2,0.010480131208896636,43.59090118408203
11,3,11,2,0.00653305035084486,51.54240951538086
11,4,10,2,-0.00993261537514627,8.223885536193848
11,5,10,2,-0.0028150462079793216,12.854942417144775
11,6,9,2,-0.002540070959366858,25.950532150268554
11,7,9,2,0.002310258150100708,34.961978149414065
11,8,5,2,-0.0006666336907073855,2.5793461382389067
11,9,11,2,0.0029130625422112643,13.786383628845215
11,10,4,4,0.013157166354358197,-0.031075682118535043
11,11,7,7,-0.002032698527909815,-0.14925197809934615
11,12,10,2,-0.0003638749476522207,32.75173149108887
11,13,11,2,0.0033190943067893386,34.556156921386716
11,14,10,2,0.0005447541829198599,7.428770208358765
11,15,9,2,-0.004980082204565406,18.504591178894042
11,16,11,2,-0.00634473767131567,29.9340763092041
11,17,9,2,-0.005052962712943554,27.328856658935546
11,18,10,2,0.003268922166898847,41.65624160766602
11,19,10,2,-0.0058044470380991696,24.314107513427736
11,20,9,2,0.0013689475134015083,38.35399856567383
11,21,11,2,-0.007546687684953213,24.647096252441408
11,22,11,2,-0.0010158468037843704,31.20254440307617
11,23,11,2,-0.009326151851564646,31.438088989257814
11,24,11,2,-0.007399786077439785,37.207784271240236
11,25,11,2,0.00170939052477479,47.75989456176758
11,26,11,2,-0.0001593662425875664,52.721807861328124
11,27,11,2,-0.004142747214064002,49.173762512207034
11,28,11,2,0.0023396173026412727,24.168027496337892
11,29,11,2,-0.004299066355451941,8.96659517288208
11,30,11,2,-0.0013906749431043864,12.327535247802734
11,31,10,2,0.0028173166792839766,15.295755767822266
12,0,12,12,7.213621865957976e-05,0.4666816532611847
12,1,11,2,0.002840541792102158,36.34700241088867
12,2,11,10,0.012257632007822395,0.1824565265327692
12,3,12,2,0.013076042383909225,44.20946273803711
12,4,11,2,-0.0016593633219599724,56.43613739013672
12,5,12,2,-0.0037473214790225027,41.26504974365234
12,6,12,2,0.02112921830266714,48.79990234375
12,7,12,2,-0.0005968308076262474,55.12800216674805
12,8,12,2,0.028070871159434317,46.948262786865236
12,9,12,2,0.018410850875079633,47.26301574707031
12,10,12,2,-0.007243940560147166,28.36329345703125
12,11,11,2,0.034638765081763265,45.077125549316406
12,12,12,2,-0.010119472164660692,27.924716186523437
12,13,12,2,-0.0077874078415334225,9.380875396728516
12,14,12,2,0.001578462589532137,29.19320602416992
12,15,11,2,0.0024850955232977867,4.028964209556579
12,16,11,2,0.005231301346793771,64.99276123046874
12,17,12,2,0.026731135323643684,71.95136108398438
12,18,12,2,0.0210044177249074,71.16436462402343
12,19,12,2,0.024156186357140542,66.1495231628418
12,20,11,2,0.001509991241618991,15.422216606140136
12,21,11,2,0.006526039494201541,52.95360336303711
12,22,12,2,0.006148967612534762,52.39920425415039
12,23,12,2,0.011470137583091854,44.585432815551755
12,24,12,2,-0.0067807833664119245,79.5129150390625
12,25,12,2,-0.018293429538607596,69.993408203125
12,26,12,2,-0.006367902434431016,78.68923645019531
12,27,12,2,0.004584585502743721,84.34529113769531
12,28,11,2,-0.008366687409579753,45.505001068115234
12,29,11,2,-0.0049731103936210275,46.22505340576172
12,30,12,2,-0.0004195505287498236,46.694007110595706
12,31,12,2,0.014545721560716629,45.159593963623045
13,0,12,2,-0.0028522942448034883,36.60504302978516
13,1,12,2,0.005234124604612589,35.128962707519534
13,2,12,2,0.0020435776095837355,34.86449661254883
13,3,12,2,-0.002251388248987496,39.76384048461914
13,4,12,2,-0.02683710604906082,49.49295196533203
13,5,12,2,0.010184645093977452,48.14203414916992
13,6,12,2,-0.044787905365228656,53.12625427246094
13,7,12,2,-0.016854658722877502,49.23447189331055
13,8,11,2,0.004299988225102425,42.38652038574219
13,9,12,2,-0.00202519241720438,42.36212921142578
13,10,12,2,-0.016637574508786203,25.347169494628908
13,11,11,2,-0.003351748129352927,37.99741325378418
13,12,12,2,0.004315404687076807,58.77745361328125
13,13,12,2,0.02814567685127258,55.835253143310545
13,14,12,2,0.007876405958086252,57.095306396484375
13,15,12,2,0.03391999946907163,64.5631103515625
13,16,12,2,0.008347111288458109,42.43122482299805
13,17,12,2,0.011094261985272169,54.62678833007813
13,18,12,2,-0.02623991295695305,62.81033554077148
13,19,12,2,0.012813946511596442,61.330335998535155
13,20,11,2,0.017726979311555625,30.268021392822266
13,21,12,2,0.004927405016496777,30.159707641601564
13,22,12,2,0.0222498033195734,23.41686897277832
13,23,12,2,0.010026855673640967,30.916431045532228
13,24,11,2,0.012773841619491577,11.961418342590331
13,25,10,3,0.0058952060528099535,-0.2642064094543457
13,26,12,2,-0.0010239338036626578,8.28899793624878
13,27,11,2,0.01967448592185974,7.832217025756836
13,28,12,2,0.0055144808255136015,32.7267147064209
13,29,12,2,-0.020225225016474724,38.117208099365236
13,30,12,2,0.021301509998738765,38.8412368774414
13,31,12,2,0.008663162775337695,39.56332168579102
14,0,12,2,-0.007111584115773439,86.739111328125
14,1,12,2,0.020125175639986993,100.2431884765625
14,2,12,2,0.011201133020222187,66.6270523071289
14,3,12,2,-0.019688827358186244,83.0663055419922
14,4,14,2,-0.007053285371512175,56.382727813720706
14,5,14,2,0.014559982577338815,45.61307830810547
14,6,12,2,0.04328011572360992,42.6420181274414
14,7,12,2,-0.002190608438104391,26.72475357055664
14,8,12,2,0.011061633192002773,82.23113403320312
14,9,12,2,-0.01020475933328271,55.27277297973633
14,10,12,2,0.015906872786581518,105.41326904296875
14,11,12,2,0.014596473705023528,69.81566162109375
14,12,12,2,0.004273754148744047,45.60371017456055
14,13,12,2,0.001980453636497259,53.63611907958985
14,14,12,2,-0.0008360670879483223,43.85475540161133
14,15,12,2,0.01672086864709854,45.78801574707031
14,16,12,2,-0.004962801886722446,75.30410079956054
14,17,14,2,0.016964573599398135,49.461487197875975
14,18,12,2,0.01998727275058627,92.43409423828125
14,19,12,2,-0.010093718580901623,104.37285614013672
14,20,12,2,0.0044742483412846925,42.19903411865234
14,21,12,2,0.0030897409189492462,50.466679382324216
14,22,12,2,0.015190837346017361,41.73519096374512
14,23,14,2,-0.020207419246435165,84.7882064819336
14,24,12,2,0.04691538698971272,165.63890991210937
14,25,14,2,-0.05146331414580345,132.92923583984376
14,26,12,2,0.01931372843682766,108.33615417480469
14,27,12,2,-0.016070933267474174,105.22576446533203
14,28,12,2,-0.012506142444908618,52.628028106689456
14,29,12,2,0.02653781808912754,47.44370880126953
14,30,12,2,-0.009975099842995406,50.239655303955075
14,31,12,2,-0.0036405323771759868,52.26627197265625
15,0,15,2,0.030142553523182868,34.19210014343262
15,1,15,2,0.03843938931822777,55.91043930053711
15,2,15,2,-0.031584013253450394,17.663656806945802
15,3,15,2,0.009880865644663572,46.911014556884766
15,4,15,2,0.00965323718264699,69.9137680053711
15,5,15,2,-0.02188867926597595,56.913499450683595
15,6,15,2,0.019588319957256316,71.05050277709961
15,7,15,2,-0.018384477682411672,58.59841384887695
15,8,15,2,0.0012030085548758508,97.22115631103516
15,9,15,2,-0.01795829590409994,83.89049224853515
15,10,15,2,0.011249968316406012,111.93555755615235
15,11,15,2,-0.029184335097670554,40.34364356994629
15,12,6,2,0.015393944643437862,1.8762073397636414
15,13,15,2,-0.013806222099810838,30.742626953125
15,14,15,2,-0.0037938895635306834,192.0179931640625
15,15,15,2,-0.0003616052679717541,54.83070678710938
15,16,15,2,0.0058537982404232025,74.83042755126954
15,17,15,2,-0.035545821860432626,91.30958404541016
15,18,15,2,-0.0333982303738594,118.03200073242188
15,19,15,2,0.024462429434061052,91.20389404296876
15,20,14,2,0.011681162286549807,30.53175582885742
15,21,15,2,-0.020032456144690514,32.2349967956543
15,22,15,2,-0.015729062259197235,36.33052864074707
15,23,15,2,-0.008450219873338938,150.45201568603517
15,24,15,2,0.020223306119441987,175.10277404785157
15,25,15,2,0.021475975587964057,204.231201171875
15,26,15,2,0.008678308688104153,145.80926208496095
15,27,15,2,-0.027380071952939032,127.22939605712891
15,28,15,2,-0.023470618948340415,64.90988464355469
15,29,15,2,-0.026966719701886178,56.77241134643555
15,30,15,2,0.007868788205087185,47.682684326171874
15,31,15,2,-0.008397545851767062,54.47423629760742
